# energy(eV) alpha
1.929599999999999982e+00 3.220181593747829307e+00
1.948700000000000099e+00 3.214217344220931860e+00
1.967899999999999983e+00 3.203928838117945599e+00
1.987000000000000099e+00 3.189561370673363871e+00
2.006099999999999994e+00 3.176700590790823231e+00
2.025199999999999889e+00 3.166352767431711790e+00
2.044299999999999784e+00 3.154847941715122062e+00
2.063400000000000123e+00 3.142194548136549859e+00
2.082500000000000018e+00 3.129938873914856146e+00
2.101599999999999913e+00 3.119063585655111215e+00
2.120699999999999807e+00 3.104375880637728180e+00
2.139800000000000146e+00 3.067231401920410327e+00
2.158900000000000041e+00 3.030861597458339052e+00
2.177999999999999936e+00 2.993146848213447342e+00
2.197099999999999831e+00 2.952498107892783885e+00
2.216200000000000170e+00 2.913625317776956436e+00
2.235300000000000065e+00 2.881030829890796063e+00
2.254399999999999959e+00 2.855670464223934335e+00
2.273499999999999854e+00 2.839014011252421810e+00
2.292600000000000193e+00 2.833747491234010152e+00
2.311700000000000088e+00 2.841346760736237709e+00
2.330900000000000194e+00 2.856023624702345831e+00
2.350000000000000089e+00 2.871691512173209837e+00
2.369099999999999984e+00 2.880769741178115240e+00
2.388199999999999878e+00 2.881734000168424181e+00
2.407300000000000217e+00 2.875163180549967556e+00
2.426400000000000112e+00 2.854868030981545957e+00
2.445500000000000007e+00 2.828140136255091974e+00
2.464599999999999902e+00 2.802881453063012174e+00
2.483699999999999797e+00 2.782006867180172538e+00
2.502800000000000136e+00 2.760526624598609313e+00
2.521900000000000031e+00 2.756759594996575302e+00
2.540999999999999925e+00 2.775352228336134264e+00
2.560099999999999820e+00 2.789388228548420834e+00
2.579200000000000159e+00 2.808794023774793924e+00
2.598300000000000054e+00 2.825131726972273771e+00
2.617399999999999949e+00 2.828921796055504423e+00
2.636499999999999844e+00 2.828895095954328642e+00
2.655600000000000183e+00 2.827838920410681744e+00
2.674799999999999844e+00 2.821564011514162917e+00
2.693900000000000183e+00 2.830018045466336840e+00
2.713000000000000078e+00 2.820967327714691830e+00
2.732099999999999973e+00 2.801534384039713110e+00
2.751199999999999868e+00 2.786384492960571002e+00
2.770300000000000207e+00 2.738007072705221923e+00
2.789400000000000102e+00 2.709817116610772292e+00
2.808499999999999996e+00 2.700713592821300413e+00
2.827599999999999891e+00 2.694789201708729376e+00
2.846699999999999786e+00 2.699963225028834124e+00
2.865800000000000125e+00 2.712903754497534514e+00
2.884900000000000020e+00 2.726880998185461369e+00
2.903999999999999915e+00 2.739256145129590259e+00
2.923099999999999810e+00 2.748554788662573856e+00
2.942200000000000149e+00 2.757767895080343035e+00
2.961300000000000043e+00 2.769138754764356225e+00
2.980399999999999938e+00 2.771695139637287753e+00
2.999499999999999833e+00 2.753334186446946941e+00
3.018600000000000172e+00 2.715753488942751925e+00
3.037799999999999834e+00 2.702331673578429960e+00
3.056900000000000173e+00 2.708245642749276261e+00
3.076000000000000068e+00 2.723090994661062414e+00
3.095099999999999962e+00 2.737584958828443327e+00
3.114199999999999857e+00 2.734348702714861634e+00
3.133300000000000196e+00 2.718750534755401294e+00
3.152400000000000091e+00 2.718180598309287710e+00
3.171499999999999986e+00 2.724698693893332635e+00
3.190599999999999881e+00 2.733412973207650865e+00
3.209700000000000220e+00 2.739228220894224908e+00
3.228800000000000114e+00 2.744214134335085209e+00
3.247900000000000009e+00 2.752418627371793658e+00
3.266999999999999904e+00 2.767086909717061616e+00
3.286099999999999799e+00 2.779318281508866839e+00
3.305200000000000138e+00 2.783823309473627106e+00
3.324300000000000033e+00 2.779175831059922164e+00
3.343399999999999928e+00 2.767672769919529596e+00
3.362499999999999822e+00 2.758346992820499111e+00
3.381600000000000161e+00 2.749164811910479678e+00
3.400799999999999823e+00 2.742726062479893923e+00
3.419900000000000162e+00 2.727079911499440623e+00
3.439000000000000057e+00 2.716243119096342085e+00
3.458099999999999952e+00 2.709491493112784255e+00
3.477199999999999847e+00 2.709083154887578893e+00
3.496300000000000185e+00 2.719845457247151099e+00
3.515400000000000080e+00 2.736082888151243786e+00
3.534499999999999975e+00 2.753437864608453634e+00
3.553599999999999870e+00 2.773872267996449370e+00
3.572700000000000209e+00 2.793390356526941343e+00
3.591800000000000104e+00 2.802581568296546699e+00
3.610899999999999999e+00 2.782262402466499474e+00
3.629999999999999893e+00 2.803576361001639761e+00
3.649099999999999788e+00 2.802140836493089093e+00
3.668200000000000127e+00 2.800743172116634483e+00
3.687300000000000022e+00 2.804943946609267158e+00
3.706399999999999917e+00 2.812873796456433872e+00
3.725499999999999812e+00 2.819102080216535633e+00
3.744699999999999918e+00 2.815546394265604047e+00
3.763799999999999812e+00 2.814901161944056707e+00
3.782900000000000151e+00 2.827592575734565017e+00
3.802000000000000046e+00 2.835246153417428250e+00
3.821099999999999941e+00 2.809434151173597627e+00
3.840199999999999836e+00 2.764089613805913004e+00
3.859300000000000175e+00 2.782009323788411592e+00
3.878400000000000070e+00 2.810764953399810029e+00
3.897499999999999964e+00 2.834528943092799569e+00
3.916599999999999859e+00 2.856937029232741843e+00
3.935700000000000198e+00 2.871657388288048285e+00
3.954800000000000093e+00 2.877143529338830330e+00
3.973899999999999988e+00 2.867795222308575198e+00
3.992999999999999883e+00 2.826429293555309474e+00
4.012100000000000222e+00 2.769831202867228281e+00
4.031200000000000117e+00 2.701768700951592717e+00
4.050300000000000011e+00 2.654907241332610468e+00
4.069399999999999906e+00 2.617757170384532817e+00
4.088499999999999801e+00 2.618148177417042977e+00
4.107700000000000351e+00 2.637221956273244849e+00
4.126800000000000246e+00 2.653590656375633738e+00
4.145900000000000141e+00 2.679164918941341345e+00
4.165000000000000036e+00 2.698850212692592621e+00
4.184099999999999930e+00 2.693859881145856505e+00
4.203199999999999825e+00 2.683049758786279604e+00
