#k-distance eigenvalue[eV]
2.05615946 -5.74890000
2.07237216 -5.76310000
2.08858485 -5.77860000
2.10479754 -5.79470000
2.12101023 -5.81110000
2.13748378 -5.81190000
2.15395733 -5.81400000
2.17043088 -5.81760000
2.18690443 -5.82250000
2.20337797 -5.82860000
2.21985152 -5.83580000
2.23632507 -5.84400000
2.25279862 -5.85290000
2.26927217 -5.86240000
2.28574571 -5.87220000
2.30221926 -5.88220000
2.31869281 -5.89220000
2.33516636 -5.90190000
2.35163991 -5.91130000
2.36811346 -5.92020000
2.38458700 -5.92850000
2.40106055 -5.93600000
2.41753410 -5.94280000
2.43400765 -5.94880000
2.45048120 -5.95390000
2.46695474 -5.95830000
2.48342829 -5.96190000
2.49990184 -5.96480000
2.51637539 -5.96700000
2.53284894 -5.96870000
2.54932249 -5.96990000
2.56579603 -5.97070000
2.58226958 -5.97120000
2.59874313 -5.97150000
2.61521668 -5.97160000
2.63169023 -5.97170000
2.64816377 -5.97170000
2.66445018 -5.96240000
2.68073659 -5.95220000
2.69702301 -5.94110000
2.71330942 -5.92930000
2.72959583 -5.91670000
2.74588223 -5.90340000
2.76216865 -5.88940000
2.77845506 -5.87500000
2.79474147 -5.86010000
2.81102788 -5.84510000
2.82731430 -5.83000000
2.84360071 -5.81510000
2.85988712 -5.80050000
2.87617352 -5.78620000
2.89245994 -5.77250000
2.90874635 -5.75930000
2.92503276 -5.74650000
2.94131917 -5.73410000
2.95760558 -5.72210000
2.97389200 -5.71050000
2.99017840 -5.69940000
3.00646481 -5.68890000
3.02275122 -5.67920000
3.03903764 -5.67030000
3.05532405 -5.66250000
3.07161046 -5.65570000
3.08789687 -5.65030000
3.10418328 -5.64610000
3.12046969 -5.64320000
3.13675610 -5.64150000
3.15304251 -5.64080000
3.16932893 -5.64060000
3.18561534 -5.64070000
3.20190175 -5.64070000
3.21811444 -5.64110000
3.23432713 -5.64220000
3.25053982 -5.64400000
3.26675252 -5.64670000
3.28296520 -5.65030000
3.29917790 -5.65520000
3.31539059 -5.66190000
3.33160328 -5.67070000
3.34781597 -5.68140000
3.36402867 -5.69380000
3.38024135 -5.70750000
3.39645405 -5.72200000
3.41266674 -5.73690000
3.42887943 -5.75160000
3.44509212 -5.76600000
3.46130482 -5.77950000
3.47751750 -5.79200000
3.49373020 -5.80330000
3.50994289 -5.81310000
3.52615558 -5.82150000
3.54236827 -5.82840000
3.55858096 -5.83390000
3.57479365 -5.83800000
3.59100634 -5.84100000
3.60721904 -5.84300000
3.62343172 -5.84430000
3.63964442 -5.84510000
3.65585711 -5.84550000
3.67206980 -5.84570000
3.68828249 -5.84870000

0.00000000 -5.70790000
0.01647355 -5.71430000
0.03294710 -5.71740000
0.04942064 -5.71900000
0.06589419 -5.71690000
0.08236774 -5.71070000
0.09884129 -5.70130000
0.11531484 -5.68940000
0.13178839 -5.67610000
0.14826193 -5.66190000
0.16473548 -5.64770000
0.18120903 -5.63400000
0.19768258 -5.62130000
0.21415613 -5.60990000
0.23062967 -5.60000000
0.24710322 -5.59140000
0.26357677 -5.58390000
0.28005032 -5.57730000
0.29652387 -5.57150000
0.31299741 -5.56630000
0.32947096 -5.56190000
0.34594451 -5.55870000
0.36241806 -5.55760000
0.37889161 -5.55990000
0.39536516 -5.56730000
0.41183870 -5.58070000
0.42831225 -5.59960000
0.44478580 -5.62200000
0.46125935 -5.64540000
0.47773290 -5.66770000
0.49420644 -5.68660000
0.51067999 -5.69950000
0.52715354 -5.70420000
0.54343995 -5.70290000
0.55972636 -5.69890000
0.57601278 -5.69260000
0.59229919 -5.68410000
0.60858559 -5.67390000
0.62487200 -5.66250000
0.64115842 -5.65060000
0.65744483 -5.63920000
0.67373124 -5.62960000
0.69001765 -5.62350000
0.70630407 -5.62200000
0.72259047 -5.62570000
0.73887688 -5.63390000
0.75516329 -5.64520000
0.77144971 -5.65820000
0.78773612 -5.67180000
0.80402253 -5.68490000
0.82030893 -5.69660000
0.83659534 -5.70600000
0.85288176 -5.71220000
0.86916817 -5.71420000
0.88545458 -5.71170000
0.90174099 -5.70510000
0.91802741 -5.69510000
0.93431382 -5.68300000
0.95060022 -5.66980000
0.96688663 -5.65640000
0.98317305 -5.64320000
0.99945946 -5.63100000
1.01574587 -5.62020000
1.03203228 -5.61130000
1.04831870 -5.60470000
1.06460510 -5.60050000
1.08089151 -5.60210000
1.09717792 -5.60130000
1.11346433 -5.60770000
1.12975075 -5.61770000
1.14603716 -5.63040000
1.16232357 -5.64490000
1.17860997 -5.66020000
1.19489639 -5.67560000
1.21118280 -5.69050000
1.22746921 -5.70410000
1.24375562 -5.71600000
1.26004204 -5.72590000
1.27632845 -5.73340000
1.29261485 -5.73850000
1.30890126 -5.74130000
1.32518768 -5.74180000
1.34147409 -5.74050000
1.35776050 -5.73680000
1.37404691 -5.73360000
1.39033332 -5.72870000
1.40661973 -5.72340000
1.42290614 -5.71800000
1.43919255 -5.71300000
1.45547896 -5.70870000
1.47176538 -5.70540000
1.48805179 -5.70330000
1.50433820 -5.70260000
1.52062460 -5.70300000
1.53691102 -5.70430000
1.55319743 -5.70620000
1.56948384 -5.70820000
1.58577025 -5.71010000
1.60205667 -5.71150000
1.61834308 -5.71240000
1.63462948 -5.70790000
1.65084218 -5.70460000
1.66705486 -5.68540000
1.68326756 -5.66130000
1.69948025 -5.63480000
1.71569294 -5.60730000
1.73190563 -5.60600000
1.74811833 -5.60840000
1.76433101 -5.61090000
1.78054371 -5.61350000
1.79675640 -5.61630000
1.81296909 -5.61930000
1.82918178 -5.62260000
1.84539448 -5.62610000
1.86160716 -5.63010000
1.87781986 -5.63450000
1.89403255 -5.63960000
1.91024524 -5.64550000
1.92645793 -5.65220000
1.94267063 -5.65980000
1.95888331 -5.66850000
1.97509601 -5.67800000
1.99130870 -5.68840000
2.00752139 -5.69890000
2.02373408 -5.70610000
2.03994678 -5.68620000
2.05615946 -5.64230000
2.07237216 -5.59540000
2.08858485 -5.54910000
2.10479754 -5.50530000
2.12101023 -5.46570000
2.13748378 -5.46570000
2.15395733 -5.46560000
2.17043088 -5.46540000
2.18690443 -5.46500000
2.20337797 -5.46440000
2.21985152 -5.46350000
2.23632507 -5.46220000
2.25279862 -5.46040000
2.26927217 -5.45810000
2.28574571 -5.45510000
2.30221926 -5.45150000
2.31869281 -5.44720000
2.33516636 -5.44220000
2.35163991 -5.43650000
2.36811346 -5.43010000
2.38458700 -5.42310000
2.40106055 -5.41540000
2.41753410 -5.40700000
2.43400765 -5.39800000
2.45048120 -5.38840000
2.46695474 -5.37830000
2.48342829 -5.36750000
2.49990184 -5.35640000
2.51637539 -5.34480000
2.53284894 -5.33290000
2.54932249 -5.32110000
2.56579603 -5.30940000
2.58226958 -5.29840000
2.59874313 -5.28870000
2.61521668 -5.28080000
2.63169023 -5.27570000
2.64816377 -5.27390000
2.66445018 -5.28160000
2.68073659 -5.29540000
2.69702301 -5.31440000
2.71330942 -5.33690000
2.72959583 -5.36140000
2.74588223 -5.38660000
2.76216865 -5.41150000
2.77845506 -5.43530000
2.79474147 -5.45740000
2.81102788 -5.47690000
2.82731430 -5.49350000
2.84360071 -5.50670000
2.85988712 -5.51610000
2.87617352 -5.52170000
2.89245994 -5.52350000
2.90874635 -5.52230000
2.92503276 -5.51930000
2.94131917 -5.51760000
2.95760558 -5.52090000
2.97389200 -5.52920000
2.99017840 -5.53960000
3.00646481 -5.55050000
3.02275122 -5.56100000
3.03903764 -5.57090000
3.05532405 -5.57990000
3.07161046 -5.58780000
3.08789687 -5.59460000
3.10418328 -5.60010000
3.12046969 -5.60430000
3.13675610 -5.60720000
3.15304251 -5.60890000
3.16932893 -5.60990000
3.18561534 -5.61030000
3.20190175 -5.61040000
3.21811444 -5.61080000
3.23432713 -5.61190000
3.25053982 -5.61380000
3.26675252 -5.61640000
3.28296520 -5.61960000
3.29917790 -5.62310000
3.31539059 -5.62630000
3.33160328 -5.62880000
3.34781597 -5.63040000
3.36402867 -5.63100000
3.38024135 -5.63070000
3.39645405 -5.62960000
3.41266674 -5.62780000
3.42887943 -5.62540000
3.44509212 -5.62250000
3.46130482 -5.61920000
3.47751750 -5.61570000
3.49373020 -5.61220000
3.50994289 -5.60880000
3.52615558 -5.60570000
3.54236827 -5.60300000
3.55858096 -5.60090000
3.57479365 -5.59940000
3.59100634 -5.59850000
3.60721904 -5.59810000
3.62343172 -5.59820000
3.63964442 -5.59840000
3.65585711 -5.59880000
3.67206980 -5.59900000
3.68828249 -5.60210000

0.00000000 -5.59350000
0.01647355 -5.59450000
0.03294710 -5.58440000
0.04942064 -5.57010000
0.06589419 -5.55340000
0.08236774 -5.53570000
0.09884129 -5.51740000
0.11531484 -5.49910000
0.13178839 -5.48090000
0.14826193 -5.46280000
0.16473548 -5.44440000
0.18120903 -5.42540000
0.19768258 -5.40540000
0.21415613 -5.38420000
0.23062967 -5.36140000
0.24710322 -5.33730000
0.26357677 -5.31270000
0.28005032 -5.29080000
0.29652387 -5.28630000
0.31299741 -5.30350000
0.32947096 -5.32730000
0.34594451 -5.35290000
0.36241806 -5.37800000
0.37889161 -5.40030000
0.39536516 -5.41780000
0.41183870 -5.42910000
0.42831225 -5.43440000
0.44478580 -5.43540000
0.46125935 -5.43400000
0.47773290 -5.43170000
0.49420644 -5.42940000
0.51067999 -5.42770000
0.52715354 -5.42710000
0.54343995 -5.42760000
0.55972636 -5.42890000
0.57601278 -5.43120000
0.59229919 -5.43440000
0.60858559 -5.43840000
0.62487200 -5.44320000
0.64115842 -5.44820000
0.65744483 -5.45280000
0.67373124 -5.45580000
0.69001765 -5.45550000
0.70630407 -5.45070000
0.72259047 -5.44060000
0.73887688 -5.42560000
0.75516329 -5.40670000
0.77144971 -5.38500000
0.78773612 -5.36130000
0.80402253 -5.33620000
0.82030893 -5.31030000
0.83659534 -5.28380000
0.85288176 -5.25720000
0.86916817 -5.23080000
0.88545458 -5.20490000
0.90174099 -5.18020000
0.91802741 -5.15770000
0.93431382 -5.13920000
0.95060022 -5.12760000
0.96688663 -5.12400000
0.98317305 -5.12630000
0.99945946 -5.13140000
1.01574587 -5.13740000
1.03203228 -5.14310000
1.04831870 -5.14770000
1.06460510 -5.15070000
1.08089151 -5.15480000
1.09717792 -5.14930000
1.11346433 -5.14250000
1.12975075 -5.13240000
1.14603716 -5.12100000
1.16232357 -5.11150000
1.17860997 -5.10820000
1.19489639 -5.11360000
1.21118280 -5.12670000
1.22746921 -5.14510000
1.24375562 -5.16670000
1.26004204 -5.19040000
1.27632845 -5.21560000
1.29261485 -5.24180000
1.30890126 -5.26850000
1.32518768 -5.29560000
1.34147409 -5.32270000
1.35776050 -5.34880000
1.37404691 -5.37610000
1.39033332 -5.40180000
1.40661973 -5.42650000
1.42290614 -5.45000000
1.43919255 -5.47210000
1.45547896 -5.49260000
1.47176538 -5.51130000
1.48805179 -5.52810000
1.50433820 -5.54290000
1.52062460 -5.55580000
1.53691102 -5.56690000
1.55319743 -5.57620000
1.56948384 -5.58400000
1.58577025 -5.59010000
1.60205667 -5.59460000
1.61834308 -5.59730000
1.63462948 -5.59350000
1.65084218 -5.59850000
1.66705486 -5.59920000
1.68326756 -5.60040000
1.69948025 -5.60200000
1.71569294 -5.60390000
1.73190563 -5.57930000
1.74811833 -5.55150000
1.76433101 -5.52410000
1.78054371 -5.49770000
1.79675640 -5.47260000
1.81296909 -5.44930000
1.82918178 -5.42800000
1.84539448 -5.40910000
1.86160716 -5.39280000
1.87781986 -5.37930000
1.89403255 -5.36840000
1.91024524 -5.36010000
1.92645793 -5.35420000
1.94267063 -5.35050000
1.95888331 -5.34850000
1.97509601 -5.34820000
1.99130870 -5.34940000
2.00752139 -5.35200000
2.02373408 -5.35640000
2.03994678 -5.36280000
2.05615946 -5.37230000
2.07237216 -5.38600000
2.08858485 -5.40550000
2.10479754 -5.43210000
2.12101023 -5.46570000
2.13748378 -5.46570000
2.15395733 -5.46560000
2.17043088 -5.46540000
2.18690443 -5.46500000
2.20337797 -5.46440000
2.21985152 -5.46350000
2.23632507 -5.46220000
2.25279862 -5.46040000
2.26927217 -5.45810000
2.28574571 -5.45510000
2.30221926 -5.45150000
2.31869281 -5.44720000
2.33516636 -5.44220000
2.35163991 -5.43650000
2.36811346 -5.43010000
2.38458700 -5.42310000
2.40106055 -5.41540000
2.41753410 -5.40700000
2.43400765 -5.39800000
2.45048120 -5.38840000
2.46695474 -5.37830000
2.48342829 -5.36750000
2.49990184 -5.35640000
2.51637539 -5.34480000
2.53284894 -5.33290000
2.54932249 -5.32110000
2.56579603 -5.30940000
2.58226958 -5.29840000
2.59874313 -5.28870000
2.61521668 -5.28080000
2.63169023 -5.27570000
2.64816377 -5.27390000
2.66445018 -5.27170000
2.68073659 -5.27350000
2.69702301 -5.27810000
2.71330942 -5.28500000
2.72959583 -5.29390000
2.74588223 -5.30450000
2.76216865 -5.31650000
2.77845506 -5.32970000
2.79474147 -5.34400000
2.81102788 -5.35900000
2.82731430 -5.37460000
2.84360071 -5.39050000
2.85988712 -5.40650000
2.87617352 -5.42230000
2.89245994 -5.43770000
2.90874635 -5.45190000
2.92503276 -5.46410000
2.94131917 -5.47150000
2.95760558 -5.47080000
2.97389200 -5.46260000
2.99017840 -5.45010000
3.00646481 -5.43560000
3.02275122 -5.42020000
3.03903764 -5.40480000
3.05532405 -5.38990000
3.07161046 -5.37610000
3.08789687 -5.36390000
3.10418328 -5.35340000
3.12046969 -5.34480000
3.13675610 -5.33810000
3.15304251 -5.33310000
3.16932893 -5.32970000
3.18561534 -5.32770000
3.20190175 -5.32700000
3.21811444 -5.32670000
3.23432713 -5.32560000
3.25053982 -5.32380000
3.26675252 -5.32140000
3.28296520 -5.31840000
3.29917790 -5.31480000
3.31539059 -5.31060000
3.33160328 -5.30590000
3.34781597 -5.30050000
3.36402867 -5.29450000
3.38024135 -5.28780000
3.39645405 -5.28060000
3.41266674 -5.27280000
3.42887943 -5.26470000
3.44509212 -5.25630000
3.46130482 -5.24780000
3.47751750 -5.23930000
3.49373020 -5.23100000
3.50994289 -5.22290000
3.52615558 -5.21500000
3.54236827 -5.20720000
3.55858096 -5.19950000
3.57479365 -5.19170000
3.59100634 -5.18380000
3.60721904 -5.17600000
3.62343172 -5.16860000
3.63964442 -5.16190000
3.65585711 -5.15650000
3.67206980 -5.15300000
3.68828249 -5.15480000

0.00000000 -5.24470000
0.01647355 -5.24920000
0.03294710 -5.24860000
0.04942064 -5.24770000
0.06589419 -5.24640000
0.08236774 -5.24490000
0.09884129 -5.24290000
0.11531484 -5.24030000
0.13178839 -5.23700000
0.14826193 -5.23290000
0.16473548 -5.22820000
0.18120903 -5.22340000
0.19768258 -5.21930000
0.21415613 -5.21710000
0.23062967 -5.21820000
0.24710322 -5.22330000
0.26357677 -5.23260000
0.28005032 -5.24300000
0.29652387 -5.23940000
0.31299741 -5.21690000
0.32947096 -5.18950000
0.34594451 -5.16120000
0.36241806 -5.13300000
0.37889161 -5.10550000
0.39536516 -5.07910000
0.41183870 -5.05420000
0.42831225 -5.03140000
0.44478580 -5.01090000
0.46125935 -4.99320000
0.47773290 -4.97880000
0.49420644 -4.96810000
0.51067999 -4.96150000
0.52715354 -4.95930000
0.54343995 -4.96170000
0.55972636 -4.96870000
0.57601278 -4.97940000
0.59229919 -4.99260000
0.60858559 -5.00700000
0.62487200 -5.02150000
0.64115842 -5.03520000
0.65744483 -5.04730000
0.67373124 -5.05730000
0.69001765 -5.06490000
0.70630407 -5.07030000
0.72259047 -5.07360000
0.73887688 -5.07550000
0.75516329 -5.07660000
0.77144971 -5.07780000
0.78773612 -5.07950000
0.80402253 -5.08140000
0.82030893 -5.08310000
0.83659534 -5.08410000
0.85288176 -5.08420000
0.86916817 -5.08330000
0.88545458 -5.08160000
0.90174099 -5.07930000
0.91802741 -5.07640000
0.93431382 -5.07210000
0.95060022 -5.06380000
0.96688663 -5.05040000
0.98317305 -5.03370000
0.99945946 -5.01630000
1.01574587 -4.99990000
1.03203228 -4.98580000
1.04831870 -4.97500000
1.06460510 -4.96810000
1.08089151 -4.96870000
1.09717792 -4.96760000
1.11346433 -4.97300000
1.12975075 -4.98050000
1.14603716 -4.98850000
1.16232357 -4.99380000
1.17860997 -4.99280000
1.19489639 -4.98320000
1.21118280 -4.96640000
1.22746921 -4.94560000
1.24375562 -4.92370000
1.26004204 -4.91290000
1.27632845 -4.92930000
1.29261485 -4.95130000
1.30890126 -4.97510000
1.32518768 -5.00000000
1.34147409 -5.02550000
1.35776050 -5.05030000
1.37404691 -5.07660000
1.39033332 -5.10150000
1.40661973 -5.12540000
1.42290614 -5.14790000
1.43919255 -5.16870000
1.45547896 -5.18730000
1.47176538 -5.20360000
1.48805179 -5.21730000
1.50433820 -5.22830000
1.52062460 -5.23660000
1.53691102 -5.24240000
1.55319743 -5.24620000
1.56948384 -5.24830000
1.58577025 -5.24920000
1.60205667 -5.24950000
1.61834308 -5.24940000
1.63462948 -5.24470000
1.65084218 -5.24830000
1.66705486 -5.24510000
1.68326756 -5.23970000
1.69948025 -5.23250000
1.71569294 -5.22350000
1.73190563 -5.21310000
1.74811833 -5.20140000
1.76433101 -5.18880000
1.78054371 -5.17560000
1.79675640 -5.16240000
1.81296909 -5.14970000
1.82918178 -5.13820000
1.84539448 -5.12890000
1.86160716 -5.12300000
1.87781986 -5.12150000
1.89403255 -5.12470000
1.91024524 -5.13190000
1.92645793 -5.14180000
1.94267063 -5.15310000
1.95888331 -5.16490000
1.97509601 -5.17650000
1.99130870 -5.18730000
2.00752139 -5.19710000
2.02373408 -5.20540000
2.03994678 -5.21210000
2.05615946 -5.21670000
2.07237216 -5.21870000
2.08858485 -5.21740000
2.10479754 -5.21190000
2.12101023 -5.20070000
2.13748378 -5.20010000
2.15395733 -5.19810000
2.17043088 -5.19460000
2.18690443 -5.18950000
2.20337797 -5.18260000
2.21985152 -5.17380000
2.23632507 -5.16310000
2.25279862 -5.15040000
2.26927217 -5.13590000
2.28574571 -5.11970000
2.30221926 -5.10190000
2.31869281 -5.08280000
2.33516636 -5.06260000
2.35163991 -5.04170000
2.36811346 -5.02050000
2.38458700 -4.99940000
2.40106055 -4.97910000
2.41753410 -4.96030000
2.43400765 -4.94400000
2.45048120 -4.93140000
2.46695474 -4.92380000
2.48342829 -4.92200000
2.49990184 -4.92630000
2.51637539 -4.93570000
2.53284894 -4.94890000
2.54932249 -4.96420000
2.56579603 -4.98040000
2.58226958 -4.99610000
2.59874313 -5.01010000
2.61521668 -5.02130000
2.63169023 -5.02850000
2.64816377 -5.03100000
2.66445018 -5.03250000
2.68073659 -5.03290000
2.69702301 -5.03300000
2.71330942 -5.03320000
2.72959583 -5.03360000
2.74588223 -5.03430000
2.76216865 -5.03550000
2.77845506 -5.03720000
2.79474147 -5.03960000
2.81102788 -5.04280000
2.82731430 -5.04690000
2.84360071 -5.05180000
2.85988712 -5.05740000
2.87617352 -5.06360000
2.89245994 -5.07020000
2.90874635 -5.07700000
2.92503276 -5.08360000
2.94131917 -5.08980000
2.95760558 -5.09520000
2.97389200 -5.09950000
2.99017840 -5.10240000
3.00646481 -5.10360000
3.02275122 -5.10270000
3.03903764 -5.09940000
3.05532405 -5.09330000
3.07161046 -5.08420000
3.08789687 -5.07190000
3.10418328 -5.05650000
3.12046969 -5.03820000
3.13675610 -5.01770000
3.15304251 -4.99550000
3.16932893 -4.97320000
3.18561534 -4.95350000
3.20190175 -4.94420000
3.21811444 -4.95470000
3.23432713 -4.97550000
3.25053982 -4.99760000
3.26675252 -5.01820000
3.28296520 -5.03610000
3.29917790 -5.05080000
3.31539059 -5.06210000
3.33160328 -5.06980000
3.34781597 -5.07420000
3.36402867 -5.07550000
3.38024135 -5.07400000
3.39645405 -5.07030000
3.41266674 -5.06480000
3.42887943 -5.05780000
3.44509212 -5.04970000
3.46130482 -5.04090000
3.47751750 -5.03150000
3.49373020 -5.02180000
3.50994289 -5.01200000
3.52615558 -5.00220000
3.54236827 -4.99270000
3.55858096 -4.98380000
3.57479365 -4.97610000
3.59100634 -4.97010000
3.60721904 -4.96610000
3.62343172 -4.96420000
3.63964442 -4.96390000
3.65585711 -4.96460000
3.67206980 -4.96540000
3.68828249 -4.96870000

0.00000000 -4.85450000
0.01647355 -4.86340000
0.03294710 -4.87200000
0.04942064 -4.88070000
0.06589419 -4.88740000
0.08236774 -4.89170000
0.09884129 -4.89380000
0.11531484 -4.89420000
0.13178839 -4.89390000
0.14826193 -4.89360000
0.16473548 -4.89430000
0.18120903 -4.89630000
0.19768258 -4.89930000
0.21415613 -4.90240000
0.23062967 -4.90420000
0.24710322 -4.90340000
0.26357677 -4.89910000
0.28005032 -4.89140000
0.29652387 -4.88070000
0.31299741 -4.86790000
0.32947096 -4.85400000
0.34594451 -4.83990000
0.36241806 -4.82660000
0.37889161 -4.81480000
0.39536516 -4.80490000
0.41183870 -4.79730000
0.42831225 -4.79210000
0.44478580 -4.78900000
0.46125935 -4.78760000
0.47773290 -4.78750000
0.49420644 -4.78790000
0.51067999 -4.78850000
0.52715354 -4.78870000
0.54343995 -4.79180000
0.55972636 -4.80070000
0.57601278 -4.81420000
0.59229919 -4.83100000
0.60858559 -4.84990000
0.62487200 -4.86990000
0.64115842 -4.89040000
0.65744483 -4.91060000
0.67373124 -4.93020000
0.69001765 -4.94850000
0.70630407 -4.96520000
0.72259047 -4.97970000
0.73887688 -4.99140000
0.75516329 -4.99980000
0.77144971 -5.00420000
0.78773612 -5.00460000
0.80402253 -5.00150000
0.82030893 -4.99610000
0.83659534 -4.98960000
0.85288176 -4.98320000
0.86916817 -4.97750000
0.88545458 -4.97290000
0.90174099 -4.96870000
0.91802741 -4.96360000
0.93431382 -4.95640000
0.95060022 -4.94610000
0.96688663 -4.93270000
0.98317305 -4.91650000
0.99945946 -4.89830000
1.01574587 -4.87900000
1.03203228 -4.85990000
1.04831870 -4.84280000
1.06460510 -4.83020000
1.08089151 -4.82850000
1.09717792 -4.82510000
1.11346433 -4.82430000
1.12975075 -4.82390000
1.14603716 -4.82490000
1.16232357 -4.82800000
1.17860997 -4.83380000
1.19489639 -4.84250000
1.21118280 -4.85400000
1.22746921 -4.86800000
1.24375562 -4.88350000
1.26004204 -4.88950000
1.27632845 -4.87050000
1.29261485 -4.84850000
1.30890126 -4.82760000
1.32518768 -4.80880000
1.34147409 -4.79290000
1.35776050 -4.77950000
1.37404691 -4.77190000
1.39033332 -4.76770000
1.40661973 -4.76770000
1.42290614 -4.77160000
