#k-distance eigenvalue[eV]
3.03903764 -14.53810000
3.05532405 -14.54300000
3.07161046 -14.54820000
3.08789687 -14.55360000
3.10418328 -14.55900000
3.12046969 -14.56410000
3.13675610 -14.56870000
3.15304251 -14.57270000
3.16932893 -14.57570000
3.18561534 -14.57750000
3.20190175 -14.57820000
3.21811444 -14.57760000
3.23432713 -14.57610000
3.25053982 -14.57350000
3.26675252 -14.57010000
3.28296520 -14.56610000
3.29917790 -14.56160000
3.31539059 -14.55670000
3.33160328 -14.55180000
3.34781597 -14.54680000
3.36402867 -14.54190000
3.38024135 -14.53720000
3.39645405 -14.53260000
3.41266674 -14.52820000
3.42887943 -14.52400000
3.44509212 -14.51980000
3.46130482 -14.51560000
3.47751750 -14.51130000
3.49373020 -14.50690000
3.50994289 -14.50230000
3.52615558 -14.49750000
3.54236827 -14.49260000
3.55858096 -14.48750000
3.57479365 -14.48240000
3.59100634 -14.47730000
3.60721904 -14.47230000
3.62343172 -14.46760000
3.63964442 -14.46350000
3.65585711 -14.46020000
3.67206980 -14.45800000
3.68828249 -14.46030000

0.00000000 -14.30050000
0.01647355 -14.30130000
0.03294710 -14.29570000
0.04942064 -14.29030000
0.06589419 -14.28520000
0.08236774 -14.28050000
0.09884129 -14.27610000
0.11531484 -14.27220000
0.13178839 -14.26860000
0.14826193 -14.26550000
0.16473548 -14.26280000
0.18120903 -14.26060000
0.19768258 -14.25870000
0.21415613 -14.25730000
0.23062967 -14.25630000
0.24710322 -14.25570000
0.26357677 -14.25550000
0.28005032 -14.25560000
0.29652387 -14.25600000
0.31299741 -14.25670000
0.32947096 -14.25770000
0.34594451 -14.25880000
0.36241806 -14.26020000
0.37889161 -14.26160000
0.39536516 -14.26300000
0.41183870 -14.26450000
0.42831225 -14.26590000
0.44478580 -14.26720000
0.46125935 -14.26830000
0.47773290 -14.26920000
0.49420644 -14.26990000
0.51067999 -14.27030000
0.52715354 -14.27050000
0.54343995 -14.27070000
0.55972636 -14.27140000
0.57601278 -14.27260000
0.59229919 -14.27430000
0.60858559 -14.27640000
0.62487200 -14.27890000
0.64115842 -14.28190000
0.65744483 -14.28530000
0.67373124 -14.28910000
0.69001765 -14.29320000
0.70630407 -14.29770000
0.72259047 -14.30250000
0.73887688 -14.30760000
0.75516329 -14.31290000
0.77144971 -14.31850000
0.78773612 -14.32440000
0.80402253 -14.33030000
0.82030893 -14.33650000
0.83659534 -14.34270000
0.85288176 -14.34900000
0.86916817 -14.35540000
0.88545458 -14.36170000
0.90174099 -14.36780000
0.91802741 -14.37380000
0.93431382 -14.37960000
0.95060022 -14.38490000
0.96688663 -14.38990000
0.98317305 -14.39430000
0.99945946 -14.39810000
1.01574587 -14.40130000
1.03203228 -14.40380000
1.04831870 -14.40550000
1.06460510 -14.40660000
1.08089151 -14.41000000
1.09717792 -14.40650000
1.11346433 -14.40530000
1.12975075 -14.40320000
1.14603716 -14.40040000
1.16232357 -14.39690000
1.17860997 -14.39290000
1.19489639 -14.38850000
1.21118280 -14.38370000
1.22746921 -14.37860000
1.24375562 -14.37330000
1.26004204 -14.36780000
1.27632845 -14.36230000
1.29261485 -14.35680000
1.30890126 -14.35120000
1.32518768 -14.34580000
1.34147409 -14.34050000
1.35776050 -14.33460000
1.37404691 -14.33050000
1.39033332 -14.32590000
1.40661973 -14.32150000
1.42290614 -14.31750000
1.43919255 -14.31380000
1.45547896 -14.31050000
1.47176538 -14.30770000
1.48805179 -14.30530000
1.50433820 -14.30330000
1.52062460 -14.30190000
1.53691102 -14.30100000
1.55319743 -14.30060000
1.56948384 -14.30080000
1.58577025 -14.30150000
1.60205667 -14.30270000
1.61834308 -14.30430000
1.63462948 -14.30050000
1.65084218 -14.30530000
1.66705486 -14.30530000
1.68326756 -14.30520000
1.69948025 -14.30520000
1.71569294 -14.30510000
1.73190563 -14.30500000
1.74811833 -14.30490000
1.76433101 -14.30480000
1.78054371 -14.30470000
1.79675640 -14.30450000
1.81296909 -14.30440000
1.82918178 -14.30430000
1.84539448 -14.30410000
1.86160716 -14.30400000
1.87781986 -14.30380000
1.89403255 -14.30370000
1.91024524 -14.30360000
1.92645793 -14.30340000
1.94267063 -14.30330000
1.95888331 -14.30320000
1.97509601 -14.30320000
1.99130870 -14.30310000
2.00752139 -14.30310000
2.02373408 -14.30300000
2.03994678 -14.30300000
2.05615946 -14.30300000
2.07237216 -14.30310000
2.08858485 -14.30320000
2.10479754 -14.30330000
2.12101023 -14.30340000
2.13748378 -14.30370000
2.15395733 -14.30460000
2.17043088 -14.30610000
2.18690443 -14.30810000
2.20337797 -14.31080000
2.21985152 -14.31390000
2.23632507 -14.31760000
2.25279862 -14.32180000
2.26927217 -14.32640000
2.28574571 -14.33140000
2.30221926 -14.33670000
2.31869281 -14.34240000
2.33516636 -14.34830000
2.35163991 -14.35440000
2.36811346 -14.36060000
2.38458700 -14.36690000
2.40106055 -14.37320000
2.41753410 -14.37950000
2.43400765 -14.38560000
2.45048120 -14.39160000
2.46695474 -14.39730000
2.48342829 -14.40270000
2.49990184 -14.40780000
2.51637539 -14.41240000
2.53284894 -14.41660000
2.54932249 -14.42040000
2.56579603 -14.42360000
2.58226958 -14.42630000
2.59874313 -14.42840000
2.61521668 -14.42990000
2.63169023 -14.43080000
2.64816377 -14.43110000
2.66445018 -14.42570000
2.68073659 -14.42080000
2.69702301 -14.41640000
2.71330942 -14.41250000
2.72959583 -14.40920000
2.74588223 -14.40640000
2.76216865 -14.40430000
2.77845506 -14.40280000
2.79474147 -14.40180000
2.81102788 -14.40140000
2.82731430 -14.40150000
2.84360071 -14.40200000
2.85988712 -14.40290000
2.87617352 -14.40400000
2.89245994 -14.40520000
2.90874635 -14.40640000
2.92503276 -14.40740000
2.94131917 -14.40790000
2.95760558 -14.40790000
2.97389200 -14.40710000
2.99017840 -14.40550000
3.00646481 -14.40310000
3.02275122 -14.40000000
3.03903764 -14.39640000
3.05532405 -14.39230000
3.07161046 -14.38810000
3.08789687 -14.38400000
3.10418328 -14.38000000
3.12046969 -14.37640000
3.13675610 -14.37330000
3.15304251 -14.37070000
3.16932893 -14.36890000
3.18561534 -14.36770000
3.20190175 -14.36730000
3.21811444 -14.36740000
3.23432713 -14.36770000
3.25053982 -14.36810000
3.26675252 -14.36870000
3.28296520 -14.36940000
3.29917790 -14.37030000
3.31539059 -14.37110000
3.33160328 -14.37200000
3.34781597 -14.37300000
3.36402867 -14.37390000
3.38024135 -14.37480000
3.39645405 -14.37560000
3.41266674 -14.37650000
3.42887943 -14.37730000
3.44509212 -14.37820000
3.46130482 -14.37910000
3.47751750 -14.38020000
3.49373020 -14.38150000
3.50994289 -14.38290000
3.52615558 -14.38460000
3.54236827 -14.38660000
3.55858096 -14.38890000
3.57479365 -14.39140000
3.59100634 -14.39410000
3.60721904 -14.39700000
3.62343172 -14.39990000
3.63964442 -14.40260000
3.65585711 -14.40490000
3.67206980 -14.40640000
3.68828249 -14.41000000

0.00000000 -9.93460000
0.01647355 -9.93950000
0.03294710 -9.93970000
0.04942064 -9.94000000
0.06589419 -9.94050000
0.08236774 -9.94110000
0.09884129 -9.94180000
0.11531484 -9.94270000
0.13178839 -9.94360000
0.14826193 -9.94450000
0.16473548 -9.94560000
0.18120903 -9.94660000
0.19768258 -9.94770000
0.21415613 -9.94880000
0.23062967 -9.94990000
0.24710322 -9.95090000
0.26357677 -9.95190000
0.28005032 -9.95280000
0.29652387 -9.95370000
0.31299741 -9.95450000
0.32947096 -9.95530000
0.34594451 -9.95590000
0.36241806 -9.95650000
0.37889161 -9.95700000
0.39536516 -9.95750000
0.41183870 -9.95780000
0.42831225 -9.95810000
0.44478580 -9.95840000
0.46125935 -9.95860000
0.47773290 -9.95870000
0.49420644 -9.95880000
0.51067999 -9.95890000
0.52715354 -9.95890000
0.54343995 -9.95860000
0.55972636 -9.95780000
0.57601278 -9.95650000
0.59229919 -9.95460000
0.60858559 -9.95230000
0.62487200 -9.94950000
0.64115842 -9.94620000
0.65744483 -9.94250000
0.67373124 -9.93840000
0.69001765 -9.93400000
0.70630407 -9.92930000
0.72259047 -9.92430000
0.73887688 -9.91910000
0.75516329 -9.91370000
0.77144971 -9.90820000
0.78773612 -9.90260000
0.80402253 -9.89700000
0.82030893 -9.89140000
0.83659534 -9.88590000
0.85288176 -9.88050000
0.86916817 -9.87520000
0.88545458 -9.87010000
0.90174099 -9.86530000
0.91802741 -9.86070000
0.93431382 -9.85650000
0.95060022 -9.85260000
0.96688663 -9.84910000
0.98317305 -9.84590000
0.99945946 -9.84330000
1.01574587 -9.84100000
1.03203228 -9.83930000
1.04831870 -9.83800000
1.06460510 -9.83730000
1.08089151 -9.84000000
1.09717792 -9.83730000
1.11346433 -9.83800000
1.12975075 -9.83930000
1.14603716 -9.84100000
1.16232357 -9.84310000
1.17860997 -9.84570000
1.19489639 -9.84880000
1.21118280 -9.85210000
1.22746921 -9.85580000
1.24375562 -9.85980000
1.26004204 -9.86400000
1.27632845 -9.86850000
1.29261485 -9.87300000
1.30890126 -9.87770000
1.32518768 -9.88250000
1.34147409 -9.88720000
1.35776050 -9.89110000
1.37404691 -9.89670000
1.39033332 -9.90130000
1.40661973 -9.90570000
1.42290614 -9.91000000
1.43919255 -9.91400000
1.45547896 -9.91790000
1.47176538 -9.92140000
1.48805179 -9.92470000
1.50433820 -9.92770000
1.52062460 -9.93040000
1.53691102 -9.93270000
1.55319743 -9.93480000
1.56948384 -9.93640000
1.58577025 -9.93770000
1.60205667 -9.93860000
1.61834308 -9.93920000
1.63462948 -9.93460000
1.65084218 -9.93840000
1.66705486 -9.93540000
1.68326756 -9.93040000
1.69948025 -9.92350000
1.71569294 -9.91470000
1.73190563 -9.90420000
1.74811833 -9.89190000
1.76433101 -9.87790000
1.78054371 -9.86240000
1.79675640 -9.84550000
1.81296909 -9.82730000
1.82918178 -9.80800000
1.84539448 -9.78750000
1.86160716 -9.76620000
1.87781986 -9.74400000
1.89403255 -9.72120000
1.91024524 -9.69780000
1.92645793 -9.67400000
1.94267063 -9.65000000
1.95888331 -9.62570000
1.97509601 -9.60130000
1.99130870 -9.57690000
2.00752139 -9.55260000
2.02373408 -9.52840000
2.03994678 -9.50450000
2.05615946 -9.48100000
2.07237216 -9.45780000
2.08858485 -9.43500000
2.10479754 -9.41270000
2.12101023 -9.39090000
2.13748378 -9.39050000
2.15395733 -9.38950000
2.17043088 -9.38790000
2.18690443 -9.38560000
2.20337797 -9.38270000
2.21985152 -9.37920000
2.23632507 -9.37510000
2.25279862 -9.37040000
2.26927217 -9.36520000
2.28574571 -9.35950000
2.30221926 -9.35340000
2.31869281 -9.34690000
2.33516636 -9.34000000
2.35163991 -9.33290000
2.36811346 -9.32550000
2.38458700 -9.31800000
2.40106055 -9.31040000
2.41753410 -9.30280000
2.43400765 -9.29530000
2.45048120 -9.28800000
2.46695474 -9.28090000
2.48342829 -9.27400000
2.49990184 -9.26760000
2.51637539 -9.26160000
2.53284894 -9.25620000
2.54932249 -9.25130000
2.56579603 -9.24710000
2.58226958 -9.24350000
2.59874313 -9.24070000
2.61521668 -9.23870000
2.63169023 -9.23750000
2.64816377 -9.23710000
2.66445018 -9.24150000
2.68073659 -9.24610000
2.69702301 -9.25090000
2.71330942 -9.25570000
2.72959583 -9.26050000
2.74588223 -9.26540000
2.76216865 -9.27020000
2.77845506 -9.27500000
2.79474147 -9.27970000
2.81102788 -9.28430000
2.82731430 -9.28880000
2.84360071 -9.29310000
2.85988712 -9.29740000
2.87617352 -9.30150000
2.89245994 -9.30540000
2.90874635 -9.30920000
2.92503276 -9.31270000
2.94131917 -9.31610000
2.95760558 -9.31920000
2.97389200 -9.32220000
2.99017840 -9.32480000
3.00646481 -9.32720000
3.02275122 -9.32920000
3.03903764 -9.33090000
3.05532405 -9.33230000
3.07161046 -9.33330000
3.08789687 -9.33390000
3.10418328 -9.33410000
3.12046969 -9.33390000
3.13675610 -9.33340000
3.15304251 -9.33250000
3.16932893 -9.33150000
3.18561534 -9.33070000
3.20190175 -9.33030000
3.21811444 -9.35060000
3.23432713 -9.37740000
3.25053982 -9.40420000
3.26675252 -9.43080000
3.28296520 -9.45690000
3.29917790 -9.48270000
3.31539059 -9.50790000
3.33160328 -9.53250000
3.34781597 -9.55660000
3.36402867 -9.58000000
3.38024135 -9.60260000
3.39645405 -9.62460000
3.41266674 -9.64570000
3.42887943 -9.66600000
3.44509212 -9.68540000
3.46130482 -9.70390000
3.47751750 -9.72130000
3.49373020 -9.73770000
3.50994289 -9.75300000
3.52615558 -9.76720000
3.54236827 -9.78010000
3.55858096 -9.79180000
3.57479365 -9.80230000
3.59100634 -9.81140000
3.60721904 -9.81910000
3.62343172 -9.82550000
3.63964442 -9.83050000
3.65585711 -9.83410000
3.67206980 -9.83630000
3.68828249 -9.84000000

0.00000000 -9.05390000
0.01647355 -9.05830000
0.03294710 -9.05710000
0.04942064 -9.05510000
0.06589419 -9.05240000
0.08236774 -9.04890000
0.09884129 -9.04470000
0.11531484 -9.03980000
0.13178839 -9.03430000
0.14826193 -9.02820000
0.16473548 -9.02160000
0.18120903 -9.01450000
0.19768258 -9.00700000
0.21415613 -8.99920000
0.23062967 -8.99110000
0.24710322 -8.98280000
0.26357677 -8.97440000
0.28005032 -8.96610000
0.29652387 -8.95780000
0.31299741 -8.94960000
0.32947096 -8.94170000
0.34594451 -8.93410000
0.36241806 -8.92690000
0.37889161 -8.92020000
0.39536516 -8.91400000
0.41183870 -8.90830000
0.42831225 -8.90330000
0.44478580 -8.89900000
0.46125935 -8.89550000
0.47773290 -8.89260000
0.49420644 -8.89060000
0.51067999 -8.88940000
0.52715354 -8.88900000
0.54343995 -8.88840000
0.55972636 -8.88660000
0.57601278 -8.88360000
0.59229919 -8.87960000
0.60858559 -8.87440000
0.62487200 -8.86830000
0.64115842 -8.86130000
0.65744483 -8.85350000
0.67373124 -8.84510000
0.69001765 -8.83600000
0.70630407 -8.82660000
0.72259047 -8.81690000
0.73887688 -8.80690000
0.75516329 -8.79700000
0.77144971 -8.78710000
0.78773612 -8.77750000
0.80402253 -8.76810000
0.82030893 -8.75920000
0.83659534 -8.75070000
0.85288176 -8.74280000
0.86916817 -8.73550000
0.88545458 -8.72880000
0.90174099 -8.72270000
0.91802741 -8.71730000
0.93431382 -8.71250000
0.95060022 -8.70840000
0.96688663 -8.70490000
0.98317305 -8.70190000
0.99945946 -8.69950000
1.01574587 -8.69750000
1.03203228 -8.69610000
1.04831870 -8.69500000
1.06460510 -8.69440000
1.08089151 -8.69730000
1.09717792 -8.69510000
1.11346433 -8.69760000
1.12975075 -8.70170000
1.14603716 -8.70740000
1.16232357 -8.71470000
1.17860997 -8.72340000
1.19489639 -8.73350000
1.21118280 -8.74490000
1.22746921 -8.75740000
1.24375562 -8.77090000
1.26004204 -8.78540000
1.27632845 -8.80060000
1.29261485 -8.81650000
1.30890126 -8.83280000
1.32518768 -8.84950000
1.34147409 -8.86630000
1.35776050 -8.88230000
1.37404691 -8.89990000
1.39033332 -8.91640000
1.40661973 -8.93250000
1.42290614 -8.94810000
1.43919255 -8.96310000
1.45547896 -8.97720000
1.47176538 -8.99050000
1.48805179 -9.00290000
1.50433820 -9.01420000
1.52062460 -9.02430000
1.53691102 -9.03320000
1.55319743 -9.04090000
1.56948384 -9.04720000
1.58577025 -9.05220000
1.60205667 -9.05580000
1.61834308 -9.05800000
1.63462948 -9.05390000
1.65084218 -9.05900000
1.66705486 -9.06010000
1.68326756 -9.06200000
1.69948025 -9.06450000
1.71569294 -9.06780000
1.73190563 -9.07190000
1.74811833 -9.07660000
1.76433101 -9.08210000
1.78054371 -9.08840000
1.79675640 -9.09540000
1.81296909 -9.10320000
1.82918178 -9.11170000
1.84539448 -9.12100000
1.86160716 -9.13110000
1.87781986 -9.14190000
1.89403255 -9.15340000
1.91024524 -9.16570000
1.92645793 -9.17880000
1.94267063 -9.19260000
1.95888331 -9.20720000
1.97509601 -9.22240000
1.99130870 -9.23840000
2.00752139 -9.25510000
2.02373408 -9.27260000
2.03994678 -9.29070000
2.05615946 -9.30940000
2.07237216 -9.32890000
2.08858485 -9.34890000
2.10479754 -9.36960000
2.12101023 -9.39090000
2.13748378 -9.39050000
2.15395733 -9.38950000
2.17043088 -9.38790000
2.18690443 -9.38560000
2.20337797 -9.38270000
2.21985152 -9.37920000
2.23632507 -9.37510000
2.25279862 -9.37040000
2.26927217 -9.36520000
2.28574571 -9.35950000
2.30221926 -9.35340000
2.31869281 -9.34690000
2.33516636 -9.34000000
2.35163991 -9.33290000
2.36811346 -9.32550000
2.38458700 -9.31800000
2.40106055 -9.31040000
2.41753410 -9.30280000
2.43400765 -9.29530000
2.45048120 -9.28800000
2.46695474 -9.28080000
2.48342829 -9.27400000
2.49990184 -9.26760000
2.51637539 -9.26160000
2.53284894 -9.25620000
2.54932249 -9.25130000
2.56579603 -9.24710000
2.58226958 -9.24350000
2.59874313 -9.24070000
2.61521668 -9.23870000
2.63169023 -9.23750000
2.64816377 -9.23710000
2.66445018 -9.23290000
2.68073659 -9.22890000
2.69702301 -9.22520000
2.71330942 -9.22190000
2.72959583 -9.21910000
2.74588223 -9.21670000
2.76216865 -9.21480000
2.77845506 -9.21340000
2.79474147 -9.21260000
2.81102788 -9.21250000
2.82731430 -9.21290000
2.84360071 -9.21400000
2.85988712 -9.21580000
2.87617352 -9.21820000
2.89245994 -9.22120000
2.90874635 -9.22470000
2.92503276 -9.22880000
2.94131917 -9.23340000
2.95760558 -9.23850000
2.97389200 -9.24390000
2.99017840 -9.24960000
3.00646481 -9.25560000
3.02275122 -9.26170000
3.03903764 -9.26790000
3.05532405 -9.27400000
3.07161046 -9.28010000
3.08789687 -9.28610000
3.10418328 -9.29170000
3.12046969 -9.29700000
3.13675610 -9.30190000
3.15304251 -9.30610000
3.16932893 -9.30960000
3.18561534 -9.31200000
3.20190175 -9.31280000
3.21811444 -9.29230000
3.23432713 -9.26470000
3.25053982 -9.23660000
3.26675252 -9.20820000
3.28296520 -9.17980000
3.29917790 -9.15130000
3.31539059 -9.12280000
3.33160328 -9.09450000
3.34781597 -9.06640000
3.36402867 -9.03850000
3.38024135 -9.01100000
3.39645405 -8.98390000
3.41266674 -8.95740000
3.42887943 -8.93150000
3.44509212 -8.90630000
3.46130482 -8.88200000
3.47751750 -8.85870000
3.49373020 -8.83640000
3.50994289 -8.81540000
3.52615558 -8.79570000
3.54236827 -8.77740000
3.55858096 -8.76070000
3.57479365 -8.74560000
3.59100634 -8.73230000
3.60721904 -8.72090000
3.62343172 -8.71140000
3.63964442 -8.70390000
3.65585711 -8.69860000
3.67206980 -8.69530000
3.68828249 -8.69730000

0.00000000 -6.36990000
0.01647355 -6.37440000
0.03294710 -6.37350000
0.04942064 -6.37200000
0.06589419 -6.36990000
0.08236774 -6.36700000
0.09884129 -6.36320000
0.11531484 -6.35860000
0.13178839 -6.35300000
0.14826193 -6.34620000
0.16473548 -6.33830000
0.18120903 -6.32920000
0.19768258 -6.31880000
0.21415613 -6.30710000
0.23062967 -6.29410000
0.24710322 -6.27980000
0.26357677 -6.26410000
0.28005032 -6.24720000
0.29652387 -6.22900000
0.31299741 -6.20960000
0.32947096 -6.18910000
0.34594451 -6.16750000
0.36241806 -6.14510000
0.37889161 -6.12180000
0.39536516 -6.09800000
0.41183870 -6.07370000
0.42831225 -6.04950000
0.44478580 -6.02560000
0.46125935 -6.00300000
0.47773290 -5.98280000
0.49420644 -5.96690000
0.51067999 -5.95720000
0.52715354 -5.95420000
0.54343995 -5.95440000
0.55972636 -5.95520000
0.57601278 -5.95630000
0.59229919 -5.95770000
0.60858559 -5.95930000
0.62487200 -5.96110000
0.64115842 -5.96310000
0.65744483 -5.96530000
0.67373124 -5.96770000
0.69001765 -5.97050000
0.70630407 -5.97370000
0.72259047 -5.97740000
0.73887688 -5.98150000
0.75516329 -5.98610000
0.77144971 -5.99120000
0.78773612 -5.99670000
0.80402253 -6.00280000
0.82030893 -6.00920000
0.83659534 -6.01610000
0.85288176 -6.02330000
0.86916817 -6.03080000
0.88545458 -6.03840000
0.90174099 -6.04610000
0.91802741 -6.05360000
0.93431382 -6.06090000
0.95060022 -6.06790000
0.96688663 -6.07430000
0.98317305 -6.08010000
0.99945946 -6.08510000
1.01574587 -6.08940000
1.03203228 -6.09280000
1.04831870 -6.09520000
1.06460510 -6.09670000
1.08089151 -6.10020000
1.09717792 -6.09790000
1.11346433 -6.10010000
1.12975075 -6.10370000
1.14603716 -6.10870000
1.16232357 -6.11500000
1.17860997 -6.12260000
1.19489639 -6.13130000
1.21118280 -6.14110000
1.22746921 -6.15180000
1.24375562 -6.16330000
1.26004204 -6.17560000
1.27632845 -6.18830000
1.29261485 -6.20150000
1.30890126 -6.21490000
1.32518768 -6.22850000
1.34147409 -6.24200000
1.35776050 -6.25440000
1.37404691 -6.26820000
1.39033332 -6.28070000
1.40661973 -6.29260000
1.42290614 -6.30390000
1.43919255 -6.31450000
1.45547896 -6.32420000
1.47176538 -6.33310000
1.48805179 -6.34120000
1.50433820 -6.34840000
1.52062460 -6.35460000
1.53691102 -6.36000000
1.55319743 -6.36460000
1.56948384 -6.36820000
1.58577025 -6.37100000
1.60205667 -6.37300000
1.61834308 -6.37420000
1.63462948 -6.36990000
1.65084218 -6.37350000
1.66705486 -6.37030000
1.68326756 -6.36480000
1.69948025 -6.35710000
1.71569294 -6.34710000
1.73190563 -6.33500000
1.74811833 -6.32060000
1.76433101 -6.30400000
1.78054371 -6.28510000
1.79675640 -6.26390000
1.81296909 -6.24040000
1.82918178 -6.21470000
1.84539448 -6.18670000
1.86160716 -6.15640000
1.87781986 -6.12400000
1.89403255 -6.08930000
1.91024524 -6.05260000
1.92645793 -6.01380000
1.94267063 -5.97310000
1.95888331 -5.94890000
1.97509601 -5.93970000
1.99130870 -5.92910000
2.00752139 -5.91730000
2.02373408 -5.90430000
2.03994678 -5.89030000
2.05615946 -5.87550000
2.07237216 -5.86000000
2.08858485 -5.84400000
2.10479754 -5.82760000
2.12101023 -5.81110000
2.13748378 -5.81190000
2.15395733 -5.81400000
2.17043088 -5.81760000
2.18690443 -5.82250000
2.20337797 -5.82860000
2.21985152 -5.83580000
2.23632507 -5.84400000
2.25279862 -5.85290000
2.26927217 -5.86240000
2.28574571 -5.87220000
2.30221926 -5.88220000
2.31869281 -5.89220000
2.33516636 -5.90190000
2.35163991 -5.91130000
2.36811346 -5.92020000
2.38458700 -5.92850000
2.40106055 -5.93600000
2.41753410 -5.94280000
2.43400765 -5.94880000
2.45048120 -5.95390000
2.46695474 -5.95830000
2.48342829 -5.96190000
2.49990184 -5.96480000
2.51637539 -5.96700000
2.53284894 -5.96870000
2.54932249 -5.96990000
2.56579603 -5.97070000
2.58226958 -5.97120000
2.59874313 -5.97150000
2.61521668 -5.97160000
2.63169023 -5.97170000
2.64816377 -5.97170000
2.66445018 -5.98020000
2.68073659 -5.98800000
2.69702301 -5.99500000
2.71330942 -6.00140000
2.72959583 -6.00720000
2.74588223 -6.01260000
2.76216865 -6.01780000
2.77845506 -6.02290000
2.79474147 -6.02810000
2.81102788 -6.03370000
2.82731430 -6.03990000
2.84360071 -6.04700000
2.85988712 -6.05500000
2.87617352 -6.06430000
2.89245994 -6.07470000
2.90874635 -6.08620000
2.92503276 -6.09880000
2.94131917 -6.11220000
2.95760558 -6.12610000
2.97389200 -6.14030000
2.99017840 -6.15450000
3.00646481 -6.16850000
3.02275122 -6.18210000
3.03903764 -6.19500000
3.05532405 -6.20710000
3.07161046 -6.21830000
3.08789687 -6.22840000
3.10418328 -6.23730000
3.12046969 -6.24500000
3.13675610 -6.25130000
3.15304251 -6.25630000
3.16932893 -6.25990000
3.18561534 -6.26210000
3.20190175 -6.26280000
3.21811444 -6.26220000
3.23432713 -6.26050000
3.25053982 -6.25770000
3.26675252 -6.25390000
3.28296520 -6.24890000
3.29917790 -6.24310000
3.31539059 -6.23630000
3.33160328 -6.22860000
3.34781597 -6.22030000
3.36402867 -6.21140000
3.38024135 -6.20190000
3.39645405 -6.19210000
3.41266674 -6.18220000
3.42887943 -6.17220000
3.44509212 -6.16230000
3.46130482 -6.15280000
3.47751750 -6.14370000
3.49373020 -6.13530000
3.50994289 -6.12770000
3.52615558 -6.12100000
3.54236827 -6.11520000
3.55858096 -6.11040000
3.57479365 -6.10650000
3.59100634 -6.10350000
3.60721904 -6.10120000
3.62343172 -6.09960000
3.63964442 -6.09840000
3.65585711 -6.09770000
3.67206980 -6.09730000
3.68828249 -6.10020000

0.00000000 -5.79210000
0.01647355 -5.79780000
0.03294710 -5.80130000
0.04942064 -5.80820000
0.06589419 -5.81900000
0.08236774 -5.83300000
0.09884129 -5.84880000
0.11531484 -5.86540000
0.13178839 -5.88210000
0.14826193 -5.89830000
0.16473548 -5.91350000
0.18120903 -5.92760000
0.19768258 -5.94030000
0.21415613 -5.95150000
0.23062967 -5.96110000
0.24710322 -5.96890000
0.26357677 -5.97510000
0.28005032 -5.97950000
0.29652387 -5.98230000
0.31299741 -5.98340000
0.32947096 -5.98300000
0.34594451 -5.98120000
0.36241806 -5.97830000
0.37889161 -5.97430000
0.39536516 -5.96960000
0.41183870 -5.96430000
0.42831225 -5.95890000
0.44478580 -5.95340000
0.46125935 -5.94820000
0.47773290 -5.94320000
0.49420644 -5.93850000
0.51067999 -5.93430000
0.52715354 -5.93230000
0.54343995 -5.93230000
0.55972636 -5.93210000
0.57601278 -5.93190000
0.59229919 -5.93140000
0.60858559 -5.93080000
0.62487200 -5.92990000
0.64115842 -5.92850000
0.65744483 -5.92640000
0.67373124 -5.92350000
0.69001765 -5.91960000
0.70630407 -5.91470000
0.72259047 -5.90870000
0.73887688 -5.90160000
0.75516329 -5.89340000
0.77144971 -5.88430000
0.78773612 -5.87460000
0.80402253 -5.86430000
0.82030893 -5.85410000
0.83659534 -5.84450000
0.85288176 -5.83620000
0.86916817 -5.83020000
0.88545458 -5.82690000
0.90174099 -5.82620000
0.91802741 -5.82740000
0.93431382 -5.82980000
0.95060022 -5.83250000
0.96688663 -5.83540000
0.98317305 -5.83800000
0.99945946 -5.84030000
1.01574587 -5.84230000
1.03203228 -5.84380000
1.04831870 -5.84480000
1.06460510 -5.84550000
1.08089151 -5.84870000
1.09717792 -5.84590000
1.11346433 -5.84630000
1.12975075 -5.84710000
1.14603716 -5.84810000
1.16232357 -5.84920000
1.17860997 -5.85040000
1.19489639 -5.85180000
1.21118280 -5.85320000
1.22746921 -5.85460000
1.24375562 -5.85610000
1.26004204 -5.85770000
1.27632845 -5.85940000
1.29261485 -5.86110000
1.30890126 -5.86270000
1.32518768 -5.86400000
1.34147409 -5.86480000
1.35776050 -5.86400000
1.37404691 -5.86420000
1.39033332 -5.86260000
1.40661973 -5.86010000
1.42290614 -5.85670000
1.43919255 -5.85240000
1.45547896 -5.84730000
1.47176538 -5.84170000
1.48805179 -5.83560000
1.50433820 -5.82930000
1.52062460 -5.82290000
1.53691102 -5.81680000
1.55319743 -5.81110000
1.56948384 -5.80620000
1.58577025 -5.80220000
1.60205667 -5.79920000
1.61834308 -5.79740000
1.63462948 -5.79210000
1.65084218 -5.80380000
1.66705486 -5.81980000
1.68326756 -5.83880000
1.69948025 -5.85800000
1.71569294 -5.87660000
1.73190563 -5.89390000
1.74811833 -5.90970000
1.76433101 -5.92390000
1.78054371 -5.93630000
1.79675640 -5.94680000
1.81296909 -5.95550000
1.82918178 -5.96220000
1.84539448 -5.96700000
1.86160716 -5.96990000
1.87781986 -5.97080000
1.89403255 -5.96990000
1.91024524 -5.96720000
1.92645793 -5.96280000
1.94267063 -5.95660000
1.95888331 -5.93070000
1.97509601 -5.88670000
1.99130870 -5.84150000
2.00752139 -5.79590000
2.02373408 -5.75380000
2.03994678 -5.73900000
